# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.cache.totalCacheAccesses,1769816863904000000,1769816923909000000,57603
IndexesFlusher.totalFlushingTimeUs,1769816863904000000,1769816923909000000,179533
Indexing.writer_3.totalTimeSpentWritingMs,1769816863904000000,1769816923909000000,0
Indexes.entries.lookupDurationMaxMs,1769816863904000000,1769816923909000000,218.0
Indexing.cache.totalCacheEvicted,1769816863904000000,1769816923909000000,29018
Indexes.stubs.lookupDurationMaxMs,1769816863904000000,1769816923909000000,0.0
IndexesFlusher.totalFlushes,1769816863904000000,1769816923909000000,59
Indexing.writer_1.totalTimeSpentWritingMs,1769816863904000000,1769816923909000000,34
Indexing.cache.totalCacheMisses,1769816863904000000,1769816923909000000,29032
Indexes.entries.lookupDuration90PMs,1769816863904000000,1769816923909000000,3.0
Indexing.writer_2.totalTimeSpentWritingMs,1769816863904000000,1769816923909000000,62
IndexesFlusher.totalFlushesRetried,1769816863904000000,1769816923909000000,0
IndexesFlusher.totalContentionQuotaSpent,1769816863904000000,1769816923909000000,0
Indexes.stubs.lookupDuration90PMs,1769816863904000000,1769816923909000000,0.0
Indexes.allKeys.lookupDuration90PMs,1769816863904000000,1769816923909000000,0.0
Indexing.totalTimeIndexersSleptMs,1769816863904000000,1769816923909000000,0
Indexing.writesQueuedMin,1769816863904000000,1769816923909000000,0
Indexes.stubs.lookupDurationAvgMs,1769816863904000000,1769816923909000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1769816863904000000,1769816923909000000,0.0
Indexes.allKeys.lookups,1769816863904000000,1769816923909000000,0
Indexes.entries.lookupDurationAvgMs,1769816863904000000,1769816923909000000,3.107142857142857
Indexing.writesQueuedMax,1769816863904000000,1769816923909000000,4
Indexing.writer_0.totalTimeSpentWritingMs,1769816863904000000,1769816923909000000,55
Indexes.allKeys.lookupDurationAvgMs,1769816863904000000,1769816923909000000,0.0
Indexes.stubs.lookups,1769816863904000000,1769816923909000000,0
Indexing.writesQueuedAvg,1769816863904000000,1769816923909000000,0.036036036036036036
Indexes.entries.lookups,1769816863904000000,1769816923909000000,112
FileNameCache.queries,1769816863904000000,1769816923909000000,237120
VFS.contentStorage.recordsDeduplicated,1769816863904000000,1769816923909000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1769816863904000000,1769816923909000000,72539
VFS.fileChildByName,1769816863904000000,1769816923909000000,169864
VFS.invertedFileNameIndex.requests,1769816863904000000,1769816923909000000,0
VFS.contentStorage.recordsReadSize,1769816863904000000,1769816923909000000,1262303
FileNameCache.totalMisses,1769816863904000000,1769816923909000000,2880
VFS.fileByIdCache.hits,1769816863904000000,1769816923909000000,2
VFS.contentStorage.recordsRead,1769816863904000000,1769816923909000000,160
VFS.contentStorage.recordsStoredSize,1769816863904000000,1769816923909000000,5867
VFS.contentStorage.recordsStored,1769816863904000000,1769816923909000000,2
VFS.fileByIdCache.misses,1769816863904000000,1769816923909000000,5864
VFS.contentStorage.recordsStoredCompressed,1769816863904000000,1769816923909000000,0
VFS.contentStorage.recordsReadDecompressed,1769816863904000000,1769816923909000000,27
VFS.contentStorage.recordsUncompressedSize,1769816863904000000,1769816923909000000,5867
workspaceModel.mutableEntityStorage.put.entity.ms,1769816863904000000,1769816923909000000,4
jps.global.get.library.by.name.ms,1769816863904000000,1769816923909000000,0
jps.project.serializers.save.ms,1769816863904000000,1769816923909000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1769816863904000000,1769816923909000000,0
jps.global.handle.before.change.events.ms,1769816863904000000,1769816923909000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1769816863904000000,1769816923909000000,0
workspaceModel.global.updates.count,1769816863904000000,1769816923909000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1769816863904000000,1769816923909000000,0
jps.reload.project.entities.ms,1769816863904000000,1769816923909000000,0
jps.facet.change.listener.process.change.events.ms,1769816863904000000,1769816923909000000,0
jps.save.changed.project.entities.ms,1769816863904000000,1769816923909000000,1
workspaceModel.moduleManagerBridge.get.modules.ms,1769816863904000000,1769816923909000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1769816863904000000,1769816923909000000,420
workspaceModel.moduleBridge.before.changed.ms,1769816863904000000,1769816923909000000,0
jps.load.initial.state.ms,1769816863904000000,1769816923909000000,61
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1769816863904000000,1769816923909000000,4
workspaceModel.global.updates.ms,1769816863904000000,1769816923909000000,6
jps.module.iml.entities.serializer.save.entities.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1769816863904000000,1769816923909000000,2
workspaceModel.global.apply.state.to.project.ms,1769816863904000000,1769816923909000000,41
jps.facet.change.listener.before.change.events.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1769816863904000000,1769816923909000000,1
workspaceModel.sync.entities.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1769816863904000000,1769816923909000000,0
jps.global.get.library.ms,1769816863904000000,1769816923909000000,0
jps.app.storage.content.reader.load.component.ms,1769816863904000000,1769816923909000000,5
jps.global.get.libraries.ms,1769816863904000000,1769816923909000000,0
jps.module.iml.entities.serializer.load.entities.ms,1769816863904000000,1769816923909000000,15
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1769816863904000000,1769816923909000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1769816863904000000,1769816923909000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1769816863904000000,1769816923909000000,40
workspaceModel.mutableEntityStorage.entities.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1769816863904000000,1769816923909000000,0
jps.global.handle.changed.events.ms,1769816863904000000,1769816923909000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1769816863904000000,1769816923909000000,30
jps.artifact.entities.serializer.load.entities.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1769816863904000000,1769816923909000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1769816863904000000,1769816923909000000,0
jps.global.initialize.library.bridges.ms,1769816863904000000,1769816923909000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1769816863904000000,1769816923909000000,0
jps.project.serializers.load.ms,1769816863904000000,1769816923909000000,26
workspaceModel.orphan.listener.update.ms,1769816863904000000,1769816923909000000,2
jps.apply.loaded.storage.ms,1769816863904000000,1769816923909000000,8
jps.artifact.entities.serializer.save.entities.ms,1769816863904000000,1769816923909000000,0
workspaceModel.save.cache.to.file.ms,1769816863904000000,1769816923909000000,49
