# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.hits,1769510372853000000,1769510432868000000,0
VFS.contentStorage.recordsStored,1769510372853000000,1769510432868000000,0
VFS.fileChildByName,1769510372853000000,1769510432868000000,35323
FileNameCache.totalMisses,1769510372853000000,1769510432868000000,2048
FileNameCache.queries,1769510372853000000,1769510432868000000,288832
VFS.contentStorage.recordsReadSize,1769510372853000000,1769510432868000000,203580
VFS.contentStorage.recordsReadDecompressed,1769510372853000000,1769510432868000000,2
VFS.contentStorage.recordsStoredCompressed,1769510372853000000,1769510432868000000,0
VFS.invertedFileNameIndex.requests,1769510372853000000,1769510432868000000,0
VFS.contentStorage.recordsStoredSize,1769510372853000000,1769510432868000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1769510372853000000,1769510432868000000,566
VFS.fileByIdCache.misses,1769510372853000000,1769510432868000000,191
VFS.contentStorage.recordsUncompressedSize,1769510372853000000,1769510432868000000,0
VFS.contentStorage.recordsDeduplicated,1769510372853000000,1769510432868000000,0
VFS.contentStorage.recordsRead,1769510372853000000,1769510432868000000,19
Indexing.writer_2.totalTimeSpentWritingMs,1769510372853000000,1769510432868000000,0
Indexes.allKeys.lookupDurationAvgMs,1769510372853000000,1769510432868000000,0.0
Indexes.entries.lookupDurationAvgMs,1769510372853000000,1769510432868000000,0.0
IndexesFlusher.totalFlushingTimeUs,1769510372853000000,1769510432868000000,279476
Indexing.totalTimeIndexersSleptMs,1769510372853000000,1769510432868000000,0
Indexes.stubs.lookupDurationAvgMs,1769510372853000000,1769510432868000000,0.0
Indexes.stubs.lookups,1769510372853000000,1769510432868000000,4
Indexing.writer_1.totalTimeSpentWritingMs,1769510372853000000,1769510432868000000,0
Indexes.stubs.lookupDuration90PMs,1769510372853000000,1769510432868000000,0.0
Indexes.allKeys.lookupDuration90PMs,1769510372853000000,1769510432868000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1769510372853000000,1769510432868000000,0
Indexing.cache.totalCacheMisses,1769510372853000000,1769510432868000000,245821
Indexing.writer_3.totalTimeSpentWritingMs,1769510372853000000,1769510432868000000,0
