# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.contentStorage.recordsReadDecompressed,1769817301974000000,1769817361989000000,26
VFS.contentStorage.recordsStoredSize,1769817301974000000,1769817361989000000,0
VFS.contentStorage.recordsReadSize,1769817301974000000,1769817361989000000,1236627
VFS.contentStorage.recordsStored,1769817301974000000,1769817361989000000,0
FileNameCache.totalMisses,1769817301974000000,1769817361989000000,2688
VFS.contentStorage.recordsRead,1769817301974000000,1769817361989000000,131
VFS.fileByIdCache.hits,1769817301974000000,1769817361989000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1769817301974000000,1769817361989000000,14202
VFS.contentStorage.recordsUncompressedSize,1769817301974000000,1769817361989000000,0
VFS.fileChildByName,1769817301974000000,1769817361989000000,132904
VFS.contentStorage.recordsDeduplicated,1769817301974000000,1769817361989000000,0
VFS.fileByIdCache.misses,1769817301974000000,1769817361989000000,4477
VFS.contentStorage.recordsStoredCompressed,1769817301974000000,1769817361989000000,0
FileNameCache.queries,1769817301974000000,1769817361989000000,129664
VFS.invertedFileNameIndex.requests,1769817301974000000,1769817361989000000,0
lexer.PythonStub.size.bytes,1769817301974000000,1769817361989000000,222717
DiskQueryRelay.tasksRequested,1769817301974000000,1769817361989000000,22599
writeAction.max.wait.ms,1769817301974000000,1769817361989000000,7
parser.HTML.size.bytes,1769817301974000000,1769817361989000000,8200
DiskQueryRelay.tasksExecuted,1769817301974000000,1769817361989000000,22599
lexer.HTML.time.ns,1769817301974000000,1769817361989000000,38805067
parser.PythonStub.size.bytes,1769817301974000000,1769817361989000000,222717
writeAction.wait.ms,1769817301974000000,1769817361989000000,16
parser.RELAX-NG.time.ns,1769817301974000000,1769817361989000000,1186169
lexer.HTML.size.bytes,1769817301974000000,1769817361989000000,8200
writeAction.count,1769817301974000000,1769817361989000000,18
parser.Requirements.size.bytes,1769817301974000000,1769817361989000000,30
lexer.Requirements.time.ns,1769817301974000000,1769817361989000000,166964
lexer.RELAX-NG.time.ns,1769817301974000000,1769817361989000000,935008
lexer.Python.size.bytes,1769817301974000000,1769817361989000000,142489
lexer.Requirements.size.bytes,1769817301974000000,1769817361989000000,30
DiskQueryRelay.taskExecutionTotalTimeUs,1769817301974000000,1769817361989000000,555367
parser.HTML.time.ns,1769817301974000000,1769817361989000000,22232563
parser.Python.size.bytes,1769817301974000000,1769817361989000000,142489
lexer.PythonStub.time.ns,1769817301974000000,1769817361989000000,16249758
lexer.Python.time.ns,1769817301974000000,1769817361989000000,81768799
parser.RELAX-NG.size.bytes,1769817301974000000,1769817361989000000,117
parser.Requirements.time.ns,1769817301974000000,1769817361989000000,7718826
DiskQueryRelay.taskWaitingTotalTimeUs,1769817301974000000,1769817361989000000,1495002
parser.Python.time.ns,1769817301974000000,1769817361989000000,320765369
writeAction.median.wait.ms,1769817301974000000,1769817361989000000,0
lexer.RELAX-NG.size.bytes,1769817301974000000,1769817361989000000,117
parser.PythonStub.time.ns,1769817301974000000,1769817361989000000,50631478
workspaceModel.delayed.project.synchronizer.sync.ms,1769817301974000000,1769817361989000000,43
workspaceModel.mutableEntityStorage.put.entity.ms,1769817301974000000,1769817361989000000,3
workspaceModel.moduleBridge.before.changed.ms,1769817301974000000,1769817361989000000,0
jps.reload.project.entities.ms,1769817301974000000,1769817361989000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1769817301974000000,1769817361989000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1769817301974000000,1769817361989000000,17
jps.global.handle.before.change.events.ms,1769817301974000000,1769817361989000000,0
jps.save.global.entities.ms,1769817301974000000,1769817361989000000,20
jps.artifact.entities.serializer.load.entities.ms,1769817301974000000,1769817361989000000,0
workspaceModel.sync.entities.ms,1769817301974000000,1769817361989000000,0
workspaceModel.global.updates.ms,1769817301974000000,1769817361989000000,7
jps.facet.change.listener.init.bridge.ms,1769817301974000000,1769817361989000000,0
jps.facet.change.listener.before.change.events.ms,1769817301974000000,1769817361989000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1769817301974000000,1769817361989000000,0
jps.global.get.library.ms,1769817301974000000,1769817361989000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1769817301974000000,1769817361989000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1769817301974000000,1769817361989000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1769817301974000000,1769817361989000000,0
workspaceModel.load.cache.metadata.from.file.ms,1769817301974000000,1769817361989000000,13
jps.global.get.library.by.name.ms,1769817301974000000,1769817361989000000,0
jps.apply.loaded.storage.ms,1769817301974000000,1769817361989000000,9
jps.app.storage.content.reader.load.component.ms,1769817301974000000,1769817361989000000,6
jps.global.initialize.library.bridges.ms,1769817301974000000,1769817361989000000,0
jps.app.storage.content.writer.save.component.ms,1769817301974000000,1769817361989000000,5
workspaceModel.mutableEntityStorage.resolve.ms,1769817301974000000,1769817361989000000,0
jps.global.get.libraries.ms,1769817301974000000,1769817361989000000,0
workspaceModel.do.save.caches.ms,1769817301974000000,1769817361989000000,41
workspaceModel.moduleManagerBridge.create.module.instance.ms,1769817301974000000,1769817361989000000,0
jps.global.handle.changed.events.ms,1769817301974000000,1769817361989000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1769817301974000000,1769817361989000000,0
jps.save.changed.project.entities.ms,1769817301974000000,1769817361989000000,1
jps.module.iml.entities.serializer.save.entities.ms,1769817301974000000,1769817361989000000,0
jps.global.initialize.library.bridges.after.loading.ms,1769817301974000000,1769817361989000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1769817301974000000,1769817361989000000,0
